title,text
Indian experts urge faster inoculations ahead of free COVID-19 shots,"Indian officials and health experts welcomed a federal government plan to give free COVID-19 shots to all adults as a step in the right direction on Tuesday, but cautioned that vaccinations must be accelerated to prevent new surges in infections.Prime Minister Narendra Modi said on Monday the federal government would take over the inoculation programme from Indian states and offer free doses to everyone over the age of 18. His announcement on national television followed weeks of criticism of a vaccine rollout that has covered fewer than 5% of India's estimated adult population of 950 million. This has left the country vulnerable to another wave of infections after a surge in April-May which government data showed killed 170,000.""Took him 4 months but after much pressure, he has finally listened to us and implemented what we've been asking all this while,"" Mamata Banerjee, chief minister of West Bengal state, wrote on Twitter.India has been giving an average of 2.4 million shots a day. Health officials say this is far from adequate for a country as large as India.""We need to vaccinate 7-8 million persons per day to meet the target of covering all the eligible persons before the end of December,"" Giridhara Babu, a member of the Indian Council of Medical Research (ICMR), the country's main health research agency, told Reuters.Babu is part of the national taskforce's working group on epidemiology and surveillance.Daily infections have fallen and officials aim to switch the focus to mass vaccinations. India reported 86,498 new cases overnight, the lowest number in over two months and a sharp drop from a peak of around 400,000 a day in May.  read more India has been inoculating its people with AstraZeneca (AZN.L) shots produced at the Serum Institute of India, and Covaxin made by Indian firm Bharat Biotech. It is set to commercially launch Russia's Sputnik V in mid-June.One reason for the low coverage is that supplies are tight. At Delhi's Sir Ganga Ram hospital, there are no supplies of AstraZeneca, a hospital executive said.Authorities in Delhi have asked hospitals to stop giving the first dose of home-produced Covaxin to people aged from 18 to 44 and focus instead on the elderly until supplies improve, a spokesperson of the party governing the city said.Our Standards: The Thomson Reuters Trust Principles."
Thrilled to have you: UAE welcomes American Jewish advocacy group,"The American Jewish Committee (AJC) advocacy group said it has opened an office in the United Arab Emirates, its first in the Arab region, in a move welcomed by the Gulf state's foreign minister to promote dialogue.The UAE and Bahrain established ties with Israel last year in U.S.-brokered deals called the Abraham Accords, becoming the first Arab states in more than a quarter century to break what had been a long-standing taboo in the region.""We are thrilled to have you,"" Sheikh Abdullah bin Zayed al-Nahyan told the group's virtual annual global forum on Monday. ""Your presence in the UAE is ... part of changing mindsets.""Sheikh Abdullah and his Bahraini counterpart Abdullatif Al-Zayani reiterated that the accords, which Sudan and Morocco have also signed, aimed to help bring lasting peace and prosperity through cooperation in fields such as technology and health.""We have to be tolerant to thrive ... in a challenging neighbourhood,"" the Emirati minister said.He said the global effort to ""challenge extremism and radical ideas has not been appropriate"".The UAE, which distrusts Islamist groups, does not allow political parties and shows little tolerance towards dissent. Local media is tightly controlled.The regional trade and tourism hub has pressed on with plans to further ties with Israel, though with less fanfare following Israel-Hamas hostilities last month and what Arab states have described as Israeli provocations in Jerusalem.  read more Sheikh Abdullah said finding a solution to the Israeli-Palestinian conflict would require ""strategic"" thinking on both sides.Our Standards: The Thomson Reuters Trust Principles."
Mongolia votes for new president amid COVID-19 campaign curbs,"Mongolia goes to the polls on Wednesday to choose its sixth democratically-elected president, with the ruling Mongolian People’s Party (MPP) on the cusp of consolidating its power following a low-key campaign crimped by COVID-19 curbs.The vote is the first after constitutional amendments stripped the office of some of its powers and limited holders to a single six-year term, so keeping incumbent Khaltmaa Battulga of the opposition Democratic Party from seeking re-election.Ukhnaa Khurelsukh, forced to resign as prime minister after protests this year, is the favourite to take over the presidency for the MPP, which already controls parliament and government.The Democratic Party is fielding Sodnomzundui Erdene to replace Battulga.Campaign events in the capital, Ulaanbaatar, have been kept to a minimum as it battles COVID-19. Daily infections hit a record over the last week and Mongolia's deaths stand at 325.""Because of coronavirus there is very little election campaign information, and I will probably decide at the time,"" said a 22-year-old voter, Ganbayar Gantulga.About 1,000 of Khurelsukh's supporters held a rally outside a concert hall on Saturday, but he moved his campaign online a few hours later after his Labor Party rival Dangaasuren Enkhbat, the third election candidate, tested positive for coronavirus.Mongolia's hybrid political system gives parliament the power to make laws and appoint governments, but it also gives the president a veto over legislation.Voters usually chose opposition party candidates as president. Although winners must relinquish party allegiance, they have tended to block legislation on party lines, creating political deadlock that some say has held back the country.Although businessman and former wrestler Battulgahe failed to overturn the decision to exclude him from this year's elections, he remains popular among some voters.""Battulga has done quite a lot for the people,"" said Tsetsegmaa Khasbat, a 67-year-old retiree. ""He is a person who can get things done.""1/5People observing social distancing amid the coronavirus disease (COVID-19) pandemic attend a campaign rally of Sodnomzundui Erdene, presidential candidate of the Democratic Party, ahead of the presidential election, in Ulaanbaatar, Mongolia June 3, 2021. REUTERS/B. RentsendorjRead MoreHowever, others have been disillusioned by his failure to take on the ruling elite, said Enkhtsetseg Dagva, elections programme manager at the Open Society Forum, a non-government group.""Battulga struck deals with the current MPP that were detrimental to Mongolia's democracy,"" she said.The MPP-controlled parliament agreed to give Battulga authority to sack and replace judges and anti-graft officials, which critics saw as part of a wider power grab.Neither the party nor Khurelsukh responded to Reuters' requests for comment.""MONGOLIA WITHOUT DICTATORSHIP""The Democratic Party's campaign slogan this year is ""Mongolia without Dictatorship"", and candidate Erdene told Reuters that an MPP victory would see the country shift further towards a one-party state.""Today if you are not a member (of MPP), if you are not affiliated to the ruling party, it is no longer possible to do business as you choose, study what you choose and live in the way you choose.""Both major parties have accused each other of undermining Mongolia's 30-year-old democracy.""Both parties are right,"" said Sumati Luvsandendev, a political analyst and pollster with the Sant Maral Foundation, a Mongolian consultancy.""Both sides are 'undermining democracy' and it is not easy to say which side is doing better.""Sumati said he expected the MPP to emerge victorious.“The (Democratic Party) campaign doesn’t exist, while outsider Enkhbat is doing quite well in consolidating protest votes in urban areas...(but) his chances against the mighty MPP system are very little,” he said.Our Standards: The Thomson Reuters Trust Principles."
"In crackdown on fraud from Myanmar, China authorities target suspects' families","Chinese authorities are trying to lure back fugitive fraudsters operating across the border in Myanmar by threatening to cut off pensions and other benefits for family members, according to social media postings by public security bodies.Since a Feb. 1 coup in Myanmar, economic collapse and lawlessness have created conditions for an upsurge in criminal activity, particularly in northern border areas and by Chinese gangs, according to a report from the United States Institute of Peace.Large-scale criminal groups have long operated in the region, much of it outside the control of the military junta, using it as a base for well-organised telecoms and internet fraud scams, as well as hosting illegal casinos.The actions by local authorities come after China's President Xi Jinping said in April that China will resolutely crack down on telecoms and internet fraud.According to notices from Chinese public security departments in at least five counties early this month, suspects in Myanmar face losing their household registration permit - a key document linked to residence and access to public services - if they don't turn themselves in, and would be unable to return to China.One county in Jiangxi province said it would seek to suspend pensions and medical coverage for the immediate relatives of 33 suspects, giving the names and addresses of the suspects. The notice was later deleted from WeChat.A county in Hunan province said social welfare guarantees for family members of suspects would be cancelled, while houses built using illicit funds would be destroyed and the people residing there would be expelled.The official People's Daily WeChat account reposted one of the notices.The Ministry of Justice and the Ministry of Public Security did not immediately respond to a faxed request for comment. China's foreign ministry did not immediately respond to a request for comment.Much of northern Myanmar, where most of the notices said suspects were located, is under the control of militias, some of which are opposed to the military that seized power in a coup in February, while others support it or have remained neutral.""In the two months since the military reestablished its tumultuous rule, criminal activities in Myanmar have widened dramatically, posing new challenges to the region's efforts and ability to control cross-border crime,"" the United States Institute of Peace, a U.S.-government funded nonpartisan institute, said in its April report.Large tracts of northern Myanmar are also part of the Golden Triangle illicit drug producing region, while areas in the north and north-east that border China and Thailand have a proliferation of illegal casinos that law enforcement authorities say are used for money laundering.A television show released in China this year dramatised efforts by the country's police to fight transnational crimes- including telecoms fraud, committed by or against Chinese nationals abroad. One Southeast Asian region called ""Country M"" featured in the drama.In one 2019 telecoms fraud case involving 10 million yuan  ($1.56 million), Chinese police cooperated with their counterparts in northern Myanmar to bring back 69 Chinese nationals, according to the state-backed China Daily.Security experts fear that the collapsing economy and increased fighting between ethnic militias and the Myanmar military in the wake of the coup will see a surge in illicit activity to finance armed groups. The lure of vice will also be strong for those who have lost their jobs or businesses, they add.($1 = 6.3906 Chinese yuan renminbi)Our Standards: The Thomson Reuters Trust Principles."
French lecturer reaches for stars with astronaut application,"In a break from his job teaching engineering to students in France's Normandy region, Matthieu Pluvinage put the finishing touches on an application for a new job: astronaut.Pluvinage, 38, is taking advantage of a European Space Agency initiative to run an open recruitment drive for new astronauts for its manned flight programme.While he has never been a test pilot or served in the military - typical credentials for astronauts in the past - he ticks many of the boxes in the job description.He has a masters degree in science, he speaks English and French, he reckons he is fit enough to pass the medical, and he has a passion for space.""There are things that make me think, 'I want to do this! It's cool!',"" said Pluvinage in his office at the ESIGELEC engineering school near Rouen, 140 km (90 miles) west of Paris, where he teaches.Pluvinage has a collection of books about Thomas Pesquet, the space engineer and airline pilot who this year became the first French commander of the International Space Station.Displayed on a computer monitor was his job application, still being drafted. He has until June 18 to submit it, and will know the result in October.The odds are long. He has not yet even entered the recruitment process. Competition will be stiff. To succeed, Pluvinage will need to get through six selection rounds.But he said he decided to take the risk because the next time the space agency puts out an open call for new astronauts, likely to be years from now, he may be too old.""No matter the result, if I don't try it, I will have regrets for the rest of my life,"" he said.Our Standards: The Thomson Reuters Trust Principles."
New Zealand PM Ardern to take first dose of COVID-19 vaccine next week,"New Zealand's Prime Minister Jacinda Ardern said on Tuesday that she would get her first COVID-19 shot at the end of next week, as the country prepared to receive another 1 million doses of the Pfizer vaccine.""For me, it's been important that I allow those in the most at risk group... to be prioritised,"" Ardern said in a news conference.""I'm choosing to be vaccinated at this point in order to play my role in demonstrating that I consider it to be absolutely safe and also really critical to keep others safe,"" she said.Pfizer has scheduled delivery of an estimated 1 million doses of vaccine to New Zealand in July, Ardern said.The Pacific island nation, which has been among the most successful in the world in containing the spread of COVID-19, has so far fully vaccinated about 250,000 of its 5 million population.About 20,000 doses a day are being administered, and the Pfizer deliveries will enable that pace to increase significantly, Ardern said. At the peak of the programme in August and September, 50,000 doses will be administered each day, she said.New Zealand has had 2,336 confirmed cases and 26 deaths from the COVID-19 pandemic so far.Our Standards: The Thomson Reuters Trust Principles."
"New dinosaur species discovered in Australia, one of world's biggest","Scientists have confirmed the discovery of a new dinosaur species in Australia, one of the largest found in the world, more than a decade after cattle farmers first uncovered bones of the animal.The plant-eating sauropod lived in the Cretaceous period between 92 million and 96 million years ago when Australia was attached to Antartica, according to a research paper published on Monday.Paleontologists estimated the dinosaur reached a height of 5-6.5 metres at the hip and 25-30 metres in length, making it as long as a basketball court and as tall as a two storey building.That makes the new species the largest dinosaur ever found in Australia and puts it in the top five in the world, joining an elite group of titanosaurs previously only discovered in South America.""Discoveries like this are just the tip of the iceberg,"" said Queensland Museum curator and palaeontologist Scott Hocknull.Paleontologists have named the sauropod ""Australotitan cooperensis"", combining ""southern titan"" with the name of a creek near where the first of the creature's bones were found in 2006 on a cattle farming property in Eromanga in Queensland state.The confirmation of the new species marks a seventeen-year long journey to first unearth and then compare the bones of ""Cooper"", as the dinosaur is more informally known, to other finds.1/3Dr. Scott Hocknull and Robyn Mackenzie pose with a 3D reconstruction and the humerus bone of ""Cooper,"" a new species of dinosaur discovered in Queensland and recognised as the largest ever found in Australia, in this undated handout image made available to Reuters on June 8, 2021 in Eromanga, Australia. Eromanga Natural History Museum/Handout via REUTERS Read MoreDinosaur bones are enormous, heavy and fragile, and are kept in museums around the world, making scientific study difficult.The team from the Eromanga Natural History Museum and the Queensland Museum used new digital technology for the first time to 3-D scan each bone for comparisons.""To make sure Australotitan was a different species, we needed to compare its bones to the bones of other species from Queensland and globally,"" Hocknull said. ""This was a very long and painstaking task.""Robyn Mackenzie, who was mustering cattle with her husband Stuart on their property when they discovered the bones, founded the Eromanga Natural History Museum to house the find.A swath of further discoveries of dinosaur skeletons in the area, along with a rock-shelf believed to have been a sauropod pathway, are still awaiting full scientific study.""Palaeo Tourism has been huge globally so we're expecting a lot of international interest when our borders re-open,"" said Mackenzie, now a field paleontologist.Hocknull said even larger dinosaur specimens are waiting to be discovered, given the plant-eating sauropods were generally preyed on by huge theropods.""We've found a couple of small theropod dinosaurs in Australia ... but it wouldn't have bothered Australotitan, which suggests there is a very large predatory dinosaur out there somewhere. We just haven't found it yet.""Our Standards: The Thomson Reuters Trust Principles."
Rights panel begins Colombia visit into possible abuses during protests,"Representatives from the Inter-American Commission on Human Rights (CIDH) met with Colombian officials on Monday ahead of a three-day visit to gather information about possible rights abuses during nearly six weeks of anti-government protests.Dozens of deaths and injuries, many blamed on security forces, were connected to the demonstrations. The death toll of 21 confirmed by the government does not match those of protest groups and rights organizations, which say dozens more were killed.The CIDH, an autonomous arm of the Organization of American States, met with Vice President and Foreign Minister Marta Lucia Ramirez, the human rights ombudsman, attorney general and procurator.The meeting with Ramirez also included Emilio Archila, the top official charged with implementing a 2016 peace deal, who is leading government negotiators at suspended talks with protest leaders.""We had a long and productive meeting, with lots of information, many questions by the commission,"" CIDH President Antonia Urrejola said in remarks with Ombudsman Carlos Camargo.""National human rights institutions like the ombudsman's office are always allies to the commission in their monitoring work and that's why this meeting was so important,"" Urrejola said.Camargo said his office had shared information on the human rights situation during protests.The CIDH will also meet with protest leaders, lawmakers and high court judges and collect testimony from victims of protest violence and their families.Urrejola did not elaborate in a later news conference on what recommendations the CIDH might make following the visit.""Once the visit is over, we will analyze all the information we've received and the listening spaces that were created and next week we will publish a public statement which will contain our observations and recommendations,"" she said.President Ivan Duque has said his government will ask Congress to approve more training and increased oversight of police. An umbrella national strike committee suspended negotiations because the government has not signed a pre-agreement reached late last month.Government negotiators say the pre-agreement was a draft and that the committee unilaterally ended talks, which covered everything from healthcare to a basic income.The government has repeatedly called for the strike committee to condemn road blockades, which have caused shortages and stymied exports.It is not within the remit of the CIDH to comment specifically on the negotiations, Urrejola said, but she urged Colombians to reach solutions through dialogue.Protests and roadblocks have cost the economy close to $3 billion, the Finance Ministry estimates, with barricades halting shipments of oil, coal and coffee, and increasing food prices.Our Standards: The Thomson Reuters Trust Principles."
Australia’s Melbourne eyes way out of COVID-19 lockdown as cases ease,"Australia’s Victoria state authorities said plans to ease COVID-19 restrictions in state capital, Melbourne, this week remained “on track” as new locally acquired coronavirus cases declined on Tuesday.Victoria, Australia's second-most-populous state, was plunged into a one-week lockdown on May 27 to contain a virus outbreak, forcing its 7 million residents to remain home except for essential business.The lockdown was extended in Melbourne until June 10, while some restrictions were relaxed in other regions in the state. Two new locally acquired cases, both linked to existing clusters, were reported on Tuesday, down from 11 a day earlier.""While we never want to see new cases, it is reassuring that we are again seeing these cases with clear links to existing outbreaks,"" Victoria state Acting Premier James Merlino told reporters in Melbourne.Merlino said contact tracers have linked the source of the highly infectious Delta virus variant to an overseas traveller who entered hotel quarantine in Melbourne on May 8.But officials said that it was still unclear how the Delta variant was transmitted into the community and that further tests would be needed.Prime Minister Scott Morrison said he would like to see the COVID-19 lockdown in Melbourne lifted as early as possible and urged authorities to balance risks when they decide to shut down large parts of the economy.""Further restrictions around the country should either not occur at all, or for a very, very narrow set of circumstances,"" Morrison told reporters in Sydney.Australia has reported zero local cases for most days this year, encouraging authorities to ease restrictions helping the country's A$2 trillion ($1.55 trillion) economy rebound sharply to above pre-pandemic levels.DELTA VARIANTThough case numbers remained in single digits on almost all days through the lockdown, the emergence of the highly contagious Delta variant, first detected in India, late last week had stoked concerns of a major spike in infections.The Delta variant has been classified by the World Health Organization as among the four COVID-19 variants of concern because of evidence that it spreads more easily, and that it most likely caused the latest devastating wave of COVID-19 in India.Australia has fared better than many other developed countries in containing COVID-19, largely with snap lockdowns, regional border restrictions and tough social distancing rules. It has reported just under 30,200 cases and 910 deaths since the pandemic began.The latest outbreak has spurred a surge in people getting inoculated across Australia as federal, state and territory governments look to step up the pace of a sluggish nationwide vaccination drive.New South Wales, Australia's most populous state, on Tuesday said it would build a second mass vaccination hub while South Australia extended its rollout to include people in their 40s. The Northern Territory has made vaccines eligible for anyone older than 16.About 20% of Australia's adult population has received a first vaccine dose, with about 5.1 million total shots administered so far.($1 = 1.2905 Australian dollars)Our Standards: The Thomson Reuters Trust Principles."
Global crackdown on organised crime after high-tech U.S.-Australia sting,"U.S. and Australian authorities hacked into an app used by criminals to read millions of encrypted messages, leading to hundreds of arrests of suspected organised crime figures in 18 countries, Australian officials said on Tuesday.""Operation Ironside"" by Australian police and the U.S. Federal Bureau of Investigation ensnared suspects in Australia, Asia, South America and the Middle East involved in the global narcotics trade, the officials said.Australian Prime Minister Scott Morrison said the operation ""struck a heavy blow against organised crime – not just in this country, but one that will echo around organised crime around the world"".""This is a watershed moment in Australian law enforcement history,"" Morrison told reporters in Sydney.Australian Federal Police Commissioner Reece Kershaw said police raids in 18 countries netted hundreds of suspects. Europol and the FBI said on social media they would hold news conferences later on Tuesday.Australia said it had arrested 224 people, including members of outlawed motorcycle gangs, while New Zealand said it had detained 35 people.The operation, which was conceived by Australian police and the FBI in 2018, saw officials in the United States take control of the An0m messaging app, which is popular with organised crime networks.When an Australian underworld figure began distributing customised phones containing the app to his associates as a secure means to communicate, police could monitor their messages. The gangs believed the system was secure because the phones did not have any other capabilities - no voice or camera functions were loaded - and the app was encrypted.""We have been in the back pockets of organised crime,"" Kershaw said at the same media briefing. ""All they talk about is drugs, violence, hits on each other, innocent people who are going to be murdered.""1/8Australian Prime Minister Scott Morrison speaks during a media briefing about Operation Ironside, which disrupted organised crime internationally, as U.S. Embassy's FBI Legal Attaché Anthony Russo, (L) and Australian Federal Police (AFP) Commissioner Reece Kershaw (C) look on, in Sydney, Australia, June 8, 2021.  AAP Image/Dean Lewins via REUTERS Read MoreThe messages were brazen and there was no attempt to hide behind any kind of code, he said.""It was there to be seen, including 'we’ll have a speedboat meet you at this point', 'this is who will do this' and so on.""Kershaw said the Australian underworld figure, who had absconded from the country, had ""essentially set up his own colleagues"" by distributing the phones and was a marked man.""The sooner he hands himself in, the better for him and his family,"" he said.One murder plot that authorities got to know of involved plans to attack a cafe with a machine gun, while a family of five was also targeted. Authorities said they were able to prevent these attacks.Executing Australia's largest number of search warrants in one day, police on Monday seized 104 firearms as well as almost A$45 million ($34.9 million) in cash.A total of 525 charges have been laid but authorities expect more in the coming weeks.($1 = 1.2893 Australian dollars)(This story corrects name of messaging app in 7th paragraph)Our Standards: The Thomson Reuters Trust Principles."
"Analysis: Iran nuclear deal rescue needs more time, envoys say ahead of fresh talks","A host of barriers to the revival of Iran’s nuclear deal remain firmly in place ahead of talks due to resume this week between Tehran and world powers, suggesting a return to compliance with the 2015 accord is still a way off, four diplomats, two Iranian officials and two analysts say.Iranian demands about sanctions relief and Western concern over Iran's expanding nuclear know-how are among questions that may need weeks or possibly months of further negotiations, the diplomats and analysts said.The talks seek to revive a landmark pact under which Iran agreed to curbs on its nuclear programme in return for the lifting of international sanctions, which opened the way for a brief thaw in decades of U.S.-Iranian confrontation.Then-President Donald Trump abandoned the deal in 2018 saying it was too soft on Tehran, and reimposed sanctions. Iran responded by violating the agreement's limits.Trump's successor Joe Biden has said he wants to restore the deal's nuclear limits and if possible extend them to cover issues such as Iran's regional behaviour and missile programme. Iran wants all sanctions lifted and no expansion of the terms.European Union envoy Enrique Mora, the chief coordinator of the talks, said last week he believed a deal would be reached at the upcoming sixth round of negotiations in Vienna, expected to resume on Thursday or Friday.  read more Adding to the impetus to make progress is an election in Iran on June 18 to replace President Hassan Rouhani, a pragmatist who promoted the original deal. He is widely expected to be followed by a hardline successor.The election is not likely to change Tehran's negotiating stance: regardless of who is president any deal must be approved by Iran's hardline faction through Supreme Leader Ali Khamenei. But neither Washington nor Tehran wants to start from scratch, or entangle the deal further in Iranian domestic politics.Iran's top nuclear negotiator said last week that barriers to a revival of the deal are complicated but not insurmountable. ""Differences have reached a point where everyone believes these differences are not insolvable,"" Abbas Araqchi said.However, none of the remaining sticking points lend themselves to rapid solutions, according to the diplomats, Iranian officials and analysts of Iranian nuclear matters.Their assessment chimes with downbeat remarks on Monday by U.S. Secretary of State Antony Blinken, who said Washington still did not know whether Iran was ready to resume compliance with the deal. read more ""I doubt that the next round will be the final one... The parties are still far apart on core issues,"" said Ali Vaez, senior Iran analyst at the International Crisis Group.And when, or if, disagreements are solved, more talks would be needed on so-called sequencing - the delicate question of which side takes which action and when, in return for reciprocal steps by the other side, the diplomats said.  read more The negotiations have made considerable progress but are now at the hardest part with the key decisions still needed, said a European diplomat briefed on the talks, which began in April.'THE HEART OF THE MATTER'The talks have arrived at ""the heart of the matter on the nuclear dimension"", a second European diplomat said.A senior Western diplomat said that “of course” he hoped that the next round would result in a deal, but injected a note of caution, saying “until we are able to resolve the important issues that remain, we won’t know.”An Iranian official said: ""Everything depends on Washington. If the American side accepts to lift all sanctions, then Iran will return into full compliance with the deal.""In addition to seeking the lifting of Trump-era sanctions, Tehran also wants Washington to remove Iran's Revolutionary Guards from a terrorism blacklist, which can be used to bar Iranian businesses from the international financial system. It wants Europe to guarantee foreign investors will return, and assurances that Washington will not renege on the deal again.But from the standpoint of Washington and its European allies, it would no longer be sufficient to return to the nuclear restrictions in the orginal deal, designed at the time to ensure that Iran could not build a bomb in less than a year.In the months that Iran has been breaching the limits, it has made technical advances that make the original restrictions out of date. Vaez noted that Iran has begun using advanced centrifuges, known as the IR9, which are 50 times more powerful at producing enriched uranium than the ones covered by the deal, known by its initials as the JCPoA.BREAKOUT TIME""If Iran refuses to destroy these machines, its breakout time will be shorter, unless it agrees to dismantle an equivalent number of IR1 machines. That is seen by Iran as humiliating and beyond the JCPoA's scope,"" Vaez said.The Iranians have acquired knowledge and capabilities they did not have before, said the European diplomat briefed on the talks, citing Iran's first ever production of uranium metal, a material that can be used to make the core of an atom bomb.  read more The development, reported this year by the International Atomic Energy Agency, was not something covered by the 2015 deal, and any revival of the pact would have to take account of this new-found capability, Vaez said.Bob Einhorn, a former senior State Department official and nuclear negotiator with Iran, thought it highly unlikely that there would be an agreement before the presidential election, but conceivable one could be struck during the interim ""lame duck"" period before the new president takes office.Einhorn, now at the Brookings Institution think tank in Washington, said there could be some political advantage for the new Iranian president to a deal being agreed during the interim.A new president could criticize any concessions made by the current Iranian administration of President Hassan Rouhani, then later take credit for any economic boost the deal produced, he said. “So you could see a kind of logic.”Our Standards: The Thomson Reuters Trust Principles."
China says U.S. senators visiting Taiwan on military plane a 'vile provocation',"China's Defence Ministry on Tuesday denounced a brief weekend visit by three U.S. senators to Chinese-claimed Taiwan on a U.S. military aircraft as a ""vile political provocation"" that was irresponsible and dangerous.The three senators, Tammy Duckworth, Dan Sullivan and Christopher Coons, visited Taipei for around three hours on Sunday where they met President Tsai Ing-wen and announced the donation of 750,000 COVID-19 vaccine doses for the island. read more Unusually, they travelled on a U.S. Air Force C-17 Globemaster III freighter, rather than an unmarked private jet as is generally the case for senior U.S. visitors.China's Defence Ministry expressed its strong opposition to the trip and use of the military aircraft.""The U.S. senators visited Taiwan by military plane, using the Taiwan issue to engage in a 'political show', challenging the one-China principle and trying to achieve the so-called goal of 'using Taiwan to control China'"", it said.""This was an extremely vile political provocation"".Beijing says the democratically ruled island is part of ""one China"" and routinely denounces visits by foreign officials as an interference in the country's internal affairs.The United States, like most countries, has no formal diplomatic ties with Taiwan but is its strongest international backer and main source of arms, to China's anger.China believes Tsai is a separatist bent on declaring independence. She says Taiwan is already an independent country called the Republic of China, its official name.The ministry said the trip damaged the basis of Sino-U.S. ties and peace and stability in the Taiwan Strait, and was ""extremely irresponsible and very dangerous"".The United States must immediately stop any kind of official exchanges or military relations with Taiwan, it added.""If anyone dares to separate Taiwan from China, the Chinese People's Liberation Army will resolutely fight head-on at all costs and resolutely defend the country's unity and territorial integrity"".Our Standards: The Thomson Reuters Trust Principles."
Women falling behind in India’s COVID-19 vaccination drive,"Many more men in India have received COVID-19 vaccines than women, government data showed on Tuesday, highlighting gender disparity in the country’s immunisation drive that has also disadvantaged the rural population.India has partly or fully vaccinated about 101 million men, nearly 17% more than women. Men account for 54% of the total number of people inoculated, according to the data.Many federally administered regions, the capital Delhi, and big states such as Uttar Pradesh have seen some of the worst inequities. Only Kerala in the south and Chhattisgarh in central India have vaccinated more women than men.""We are noticing that men, especially in towns and villages, prefer to take the vaccine before women as they have to travel for work, while women are relegated to domestic chores,"" said Prashant Pandya, medical superintendent at a big government hospital in the western state of Gujarat.Health officials say rumours about vaccines disrupting women's menstruation cycle and reducing fertility have also contributed to the skewed data. The government has rejected the concerns.""The government will have to ramp up awareness programmes in rural India to ensure women understand the importance of vaccines and prioritise themselves in this race to secure the two shots,"" said Sudha Narayanan, a former bureaucrat who worked in the health ministry in New Delhi.Women will have to step forward to get vaccinated or the divide will rapidly widen, Narayanan added.1/2Monira Abbas Bhagasrala, 53, receives a dose of COVISHIELD, a coronavirus disease (COVID-19) vaccine manufactured by Serum Institute of India, at a vaccination centre in Mumbai, India, May 6, 2021. REUTERS/Niharika KulkarniRead MoreIndia, with a population of 1.3 billion, has about 6% more men than women.A spokesperson for the federal Ministry of Health and Family Welfare did not respond to Reuters' questions about the gender disparity.Some women in the rural parts of Gujarat and neighbouring Rajasthan state have urged the authorities to deliver vaccines at their doorstep, saying they are unable to travel to hospitals leaving their children behind.""I don't know how to read and write...how will I register for the vaccine,"" said Laxmiben Suthar, a mother of four in the town of Vadnagar in Gujarat. ""The government must send the medicine to us.""India's vaccination policy has evolved fast but the federal government has so far resisted calls for door-to-door immunisations given that the vaccines have only been authorised for emergency use and recipients need to be monitored for a short period for any adverse reactions.Urban Indians are also getting COVID-19 shots much faster than the hundreds of millions of people living in the countryside, government data has shown. That is partly due to a policy that helped richer cities buy more vaccine doses than rural districts.  read more Prime Minister Narendra Modi on Monday reversed the policy and said vaccines will be offered at no charge to all adults starting June 21. The government will also facilitate more walk-in inoculations after complaints about the online registration process. read more India has so far administered 233.7 million doses, the most in the world after China and the United States, but given the necessary two doses to only about 5% of its estimated 950 million adults.India has the world’s second-largest number of coronavirus infections after the United States, with total cases at nearly 29 million, according to health ministry data. The country has suffered 351,309 deaths.Our Standards: The Thomson Reuters Trust Principles."
